Longitud,Latitud,Grupo
-101.5975647,21.42097694,11.1
-101.5891393,21.41513148,11.1
-101.5787493,21.41843968,11.1
-101.5715381,21.41835566,11.1
-101.5804239,21.42827969,11.1
-101.5818725,21.44780942,11.1
-101.5878917,21.44240522,11.1
-101.5901092,21.45015966,11.1
-101.589042,21.46489997,11.1
-101.6269094,21.50984478,11.1
-101.6324315,21.51905417,11.1
-101.6393638,21.51714117,11.1
-101.6412688,21.52664832,11.1
-101.6363448,21.53124638,11.1
-101.6260514,21.53457122,11.1
-101.620008,21.54106897,11.1
-101.6221264,21.54453425,11.1
-101.6236208,21.54544862,11.1
-101.6235635,21.54617271,11.1
-101.6216413,21.54665442,11.1
-101.6191377,21.54609783,11.1
-101.6196521,21.5485862,11.1
-101.6215616,21.54912275,11.1
-101.6214564,21.55209071,11.1
-101.6211884,21.55209358,11.1
-101.6206662,21.55186225,11.1
-101.6192979,21.55208902,11.1
-101.6189432,21.55362731,11.1
-101.617439,21.55659411,11.1
-101.6172466,21.55745212,11.1
-101.6142391,21.55836726,11.1
-101.6111165,21.55891688,11.1
-101.6076998,21.56153508,11.1
-101.6092873,21.56235948,11.1
-101.6067049,21.56561166,11.1
-101.6068473,21.56979718,11.1
-101.6103275,21.575389,11.1
-101.6119695,21.57526343,11.1
-101.6121562,21.57533558,11.1
-101.6112405,21.57856789,11.1
-101.6106128,21.58019866,11.1
-101.6111935,21.58493423,11.1
-101.6078842,21.58404972,11.1
-101.6055184,21.58861795,11.1
-101.6017667,21.59300986,11.1
-101.5980839,21.59824186,11.1
-101.5978305,21.59917603,11.1
-101.5963524,21.60481638,11.1
-101.5966581,21.60731438,11.1
-101.5964154,21.6080916,11.1
-101.5939726,21.61096369,11.1
-101.5935212,21.61148318,11.1
-101.5891505,21.60940135,11.1
-101.5880113,21.609541,11.1
-101.5875843,21.60790008,11.1
-101.5865831,21.60794403,11.1
-101.5863677,21.60795158,11.1
-101.5847321,21.61128688,11.1
-101.5835228,21.61362728,11.1
-101.5834217,21.61397734,11.1
-101.5834733,21.61666109,11.1
-101.5834804,21.61712577,11.1
-101.5838414,21.61903575,11.1
-101.5815358,21.62273034,11.1
-101.5805214,21.62607718,11.1
-101.5819685,21.62778957,11.1
-101.5821461,21.62933649,11.1
-101.5826298,21.62999215,11.1
-101.5834292,21.63043662,11.1
-101.5843606,21.63107315,11.1
-101.585502,21.63061631,11.1
-101.5858283,21.63063542,11.1
-101.5857461,21.63108086,11.1
-101.5879098,21.63161197,11.1
-101.5898426,21.6325934,11.1
-101.5904936,21.63231971,11.1
-101.5911774,21.63175246,11.1
-101.5917297,21.63182243,11.1
-101.5920048,21.63198102,11.1
-101.5926833,21.63184762,11.1
-101.5947642,21.63471851,11.1
-101.5951152,21.63553142,11.1
-101.5956592,21.63628397,11.1
-101.5957726,21.63637609,11.1
-101.5960741,21.637446,11.1
-101.5948324,21.63841391,11.1
-101.5932177,21.63915008,11.1
-101.5928569,21.63990705,11.1
-101.5925958,21.64044323,11.1
-101.591024,21.64645203,11.1
-101.5908127,21.64752589,11.1
-101.5890912,21.65028909,11.1
-101.5888247,21.65211478,11.1
-101.5832515,21.65670462,11.1
-101.5829805,21.65788657,11.1
-101.5841685,21.65959958,11.1
-101.5842228,21.66262689,11.1
-101.581428,21.66699845,11.1
-101.5848887,21.66938028,11.1
-101.5839776,21.67058502,11.1
-101.5825815,21.672613,11.1
-101.5822465,21.67298034,11.1
-101.5804339,21.67542162,11.1
-101.576798,21.68082945,11.1
-101.5763028,21.68126265,11.1
-101.5695705,21.69038157,11.1
-101.5693888,21.69297135,11.1
-101.5692355,21.69378395,11.1
-101.5701444,21.69627805,11.1
-101.5750506,21.70070225,11.1
-101.5757835,21.70115629,11.1
-101.5800209,21.70355082,11.1
-101.5802517,21.70348992,11.1
-101.5829815,21.7065752,11.1
-101.5820997,21.70998509,11.1
-101.5775428,21.71053849,11.1
-101.5745825,21.70893423,11.1
-101.5727323,21.70731877,11.1
-101.5712186,21.70450917,11.1
-101.5688635,21.70897029,11.1
-101.5677538,21.71154603,11.1
-101.566689,21.71401883,11.1
-101.5608365,21.73411892,11.1
-101.5658875,21.7334514,11.1
-101.5674309,21.73368995,11.1
-101.5728845,21.73491277,11.1
-101.5753974,21.73585371,11.1
-101.5786795,21.73635466,11.1
-101.5796828,21.7364046,11.1
-101.5811846,21.75660863,11.1
-101.5813998,21.75936805,11.1
-101.5816881,21.76326202,11.1
-101.5816963,21.76342366,11.1
-101.5834384,21.77174931,11.1
-101.5848051,21.77162637,11.1
-101.5856941,21.77877712,11.1
-101.5752657,21.77925782,11.1
-101.5678865,21.7795854,11.1
-101.5650449,21.77970094,11.1
-101.5602056,21.77990175,11.1
-101.5487659,21.77858869,11.1
-101.5397968,21.77747343,11.1
-101.5230072,21.78945026,11.1
-101.5212422,21.79080709,11.1
-101.5142842,21.79615305,11.1
-101.5126817,21.79735912,11.1
-101.5105418,21.79905849,11.1
-101.4963313,21.80993966,11.1
-101.4854318,21.81824694,11.1
-101.4761704,21.82542303,11.1
-101.4738839,21.82729809,11.1
-101.4738734,21.82739102,11.1
-101.4659633,21.8270588,11.1
-101.4649504,21.8242098,11.1
-101.4607356,21.82390562,11.1
-101.4588625,21.8258726,11.1
-101.4579207,21.82647312,11.1
-101.4573291,21.82725074,11.1
-101.4558988,21.82891272,11.1
-101.4550723,21.82995854,11.1
-101.4542563,21.82804305,11.1
-101.4538397,21.82699849,11.1
-101.4517201,21.82671234,11.1
-101.4504497,21.82668717,11.1
-101.4356141,21.82591882,11.1
-101.4327713,21.82565309,11.1
-101.4249341,21.82512848,11.1
-101.4226689,21.82496294,11.1
-101.4125058,21.8292014,11.1
-101.4070035,21.83145518,11.1
-101.4003479,21.83286651,11.1
-101.387935,21.83555075,11.1
-101.3843874,21.8361948,11.1
-101.3799375,21.83692868,11.1
-101.3737827,21.8379186,11.1
-101.3714457,21.83834052,11.1
-101.3710256,21.83790974,11.1
-101.3701531,21.83834095,11.1
-101.3600546,21.83899803,11.1
-101.3500274,21.83796018,11.1
-100.6095189,18.88644426,12.1
-100.6086881,18.88555606,12.1
-100.6080184,18.88515746,12.1
-100.6079983,18.88426235,12.1
-100.6072319,18.88352468,12.1
-100.6069208,18.88338091,12.1
-100.6073255,18.88249138,12.1
-100.6068779,18.88067926,12.1
-100.6065787,18.88022212,12.1
-100.6051533,18.87723738,12.1
-100.6053342,18.87598869,12.1
-100.6046296,18.87558443,12.1
-100.6035961,18.87564798,12.1
-100.6021619,18.87587897,12.1
-100.6017023,18.87588292,12.1
-100.6011219,18.87525942,12.1
-100.6009759,18.87501472,12.1
-100.6002601,18.87526683,12.1
-100.5999228,18.87566114,12.1
-100.5985993,18.87582763,12.1
-100.5972629,18.87583469,12.1
-100.597208,18.87452791,12.1
-100.5965986,18.87387731,12.1
-100.5952421,18.87299331,12.1
-100.5943426,18.87225708,12.1
-100.5940657,18.87175086,12.1
-100.5935384,18.87066231,12.1
-100.5928096,18.87027395,12.1
-100.5928488,18.86918111,12.1
-100.5925978,18.86840226,12.1
-100.5914155,18.86779329,12.1
-100.5918439,18.8671786,12.1
-100.5925693,18.8661314,12.1
-100.5915883,18.86567686,12.1
-100.5907667,18.86590674,12.1
-100.589979,18.86433105,12.1
-100.5890158,18.86315354,12.1
-100.5869783,18.86170163,12.1
-100.5843115,18.85824208,12.1
-100.5730624,18.8546062,12.1
-100.5717819,18.85361051,12.1
-100.5706719,18.85308669,12.1
-100.5695474,18.85128815,12.1
-100.5635792,18.84775125,12.1
-100.5612583,18.8470562,12.1
-100.5588836,18.84711443,12.1
-100.5579928,18.84718042,12.1
-100.5554777,18.84584845,12.1
-100.5532267,18.84590726,12.1
-100.5495543,18.84369775,12.1
-100.5487228,18.84209197,12.1
-100.5462644,18.83955911,12.1
-100.5445668,18.83804291,12.1
-100.541112,18.83672928,12.1
-100.5379539,18.8361834,12.1
-100.5386199,18.84411065,12.1
-100.5266315,18.83805546,12.1
-100.5264139,18.83794554,12.1
-100.5167933,18.83149317,12.1
-100.5139632,18.82931226,12.1
-100.50217,18.8308654,12.1
-100.4934827,18.82391672,12.1
-100.489882,18.81037854,12.1
-100.4958552,18.80817472,12.1
-100.4950925,18.7993166,12.1
-100.4943585,18.79810463,12.1
-100.49267,18.79473963,12.1
-100.49248,18.79408897,12.1
-100.4919665,18.79290162,12.1
-100.4896705,18.78998098,12.1
-100.4853311,18.79466818,12.1
-100.4817702,18.79865165,12.1
-100.4781108,18.79623832,12.1
-100.4776278,18.79596066,12.1
-100.4746678,18.79570258,12.1
-100.468893,18.79486846,12.1
-100.4650812,18.794441,12.1
-100.4624776,18.79668089,12.1
-100.4616095,18.79692403,12.1
-100.4593917,18.79689269,12.1
-100.4584402,18.79606229,12.1
-100.458441,18.79293898,12.1
-100.4593561,18.79099577,12.1
-100.4581749,18.79044088,12.1
-100.4574727,18.79003872,12.1
-100.4579951,18.78855566,12.1
-100.4569399,18.78684608,12.1
-100.4562129,18.78480212,12.1
-100.4558023,18.78385223,12.1
-100.4560788,18.78219,12.1
-100.4560676,18.78103302,12.1
-100.456651,18.78028111,12.1
-100.4573451,18.77902885,12.1
-100.4567103,18.77829489,12.1
-100.453491,18.77838683,12.1
-100.453256,18.77857906,12.1
-100.4534898,18.77994848,12.1
-100.4530389,18.78127757,12.1
-100.4524051,18.78203912,12.1
-100.4510354,18.78279309,12.1
-100.4504234,18.78252758,12.1
-100.4504687,18.78120314,12.1
-100.4505144,18.78059889,12.1
-100.4505404,18.78027942,12.1
-100.4491471,18.77976414,12.1
-100.446224,18.77941488,12.1
-100.445873,18.77928274,12.1
-100.4452194,18.7786898,12.1
-100.4450777,18.77753805,12.1
-100.4439377,18.77654377,12.1
-100.441815,18.77652743,12.1
-100.4415682,18.77730017,12.1
-100.4422043,18.77818232,12.1
-100.4425109,18.77854045,12.1
-100.4426508,18.780435,12.1
-100.4409355,18.78188122,12.1
-100.4365689,18.7831112,12.1
-100.436289,18.78129805,12.1
-100.4311323,18.77449025,12.1
-100.4261432,18.77373725,12.1
-100.4261447,18.77020488,12.1
-100.426103,18.76964222,12.1
-100.4263917,18.76857895,12.1
-100.4277081,18.76709652,12.1
-100.4277986,18.76686712,12.1
-100.4271163,18.76641842,12.1
-100.4239586,18.76518986,12.1
-100.4231418,18.76477383,12.1
-100.4225788,18.76375771,12.1
-100.4180852,18.75951408,12.1
-100.4371304,18.75055525,12.1
-100.437067,18.74893995,12.1
-100.4373056,18.74560528,12.1
-100.4381494,18.74269637,12.1
-100.4385229,18.74199282,12.1
-100.4387428,18.74175815,12.1
-100.4402315,18.73972306,12.1
-100.4442897,18.72311105,12.1
-100.4465698,18.71979409,12.1
-100.4489463,18.71755886,12.1
-100.4502269,18.71133972,12.1
-100.4498945,18.70361972,12.1
-100.4471333,18.70157505,12.1
-100.448349,18.70031206,12.1
-100.4521667,18.69634551,12.1
-100.4558077,18.69432202,12.1
-100.4619669,18.69335818,12.1
-100.4633056,18.69307457,12.1
-100.4696675,18.69163488,12.1
-100.4715877,18.69126886,12.1
-100.4733849,18.69092872,12.1
-100.4767668,18.68880702,12.1
-100.4783372,18.68686478,12.1
-100.4790174,18.681228,12.1
-100.4779073,18.6726806,12.1
-100.4797398,18.66967934,12.1
-100.4807183,18.66815277,12.1
-100.4817062,18.66679192,12.1
-100.4848556,18.66138522,12.1
-100.4876458,18.65534926,12.1
-100.4881795,18.64419737,12.1
-100.4866627,18.63999865,12.1
-100.4763927,18.63008969,12.1
-100.4753828,18.62486912,12.1
-100.4752169,18.62401146,12.1
-100.4749538,18.62262678,12.1
-100.4748155,18.62193658,12.1
-100.4640578,18.61867291,12.1
-100.4634385,18.61864,12.1
-100.4608575,18.61951485,12.1
-100.4586274,18.62149763,12.1
-100.4567853,18.62251332,12.1
-100.4556795,18.62268757,12.1
-100.4537942,18.62298463,12.1
-100.4522218,18.62349874,12.1
-100.4501567,18.62355317,12.1
-100.4475066,18.62276278,12.1
-100.4453395,18.62164752,12.1
-100.4430331,18.62003774,12.1
-100.4421193,18.61910529,12.1
-100.438207,18.61511737,12.1
-100.4368331,18.61371658,12.1
-100.4357097,18.6114306,12.1
-100.432262,18.60441929,12.1
-100.4297333,18.59927322,12.1
-100.4327216,18.59860897,12.1
-100.4346273,18.59818558,12.1
-100.436396,18.59707878,12.1
-100.4362333,18.59491397,12.1
-100.4362101,18.59363338,12.1
-100.4355961,18.59199966,12.1
-100.4369634,18.59040603,12.1
-100.4396677,18.5813326,12.1
-100.4406376,18.57806897,12.1
-100.4434935,18.57099312,12.1
-100.4428669,18.56988335,12.1
-100.4424328,18.56798343,12.1
-100.4431372,18.56620355,12.1
-100.4445396,18.56474042,12.1
-100.4457978,18.56346843,12.1
-100.4468831,18.56219965,12.1
-100.4476257,18.56107863,12.1
-100.4478895,18.56069678,12.1
-100.4479301,18.55892422,12.1
-100.4478247,18.55859263,12.1
-100.4493616,18.55656137,12.1
-100.4460888,18.5504488,12.1
-100.4465918,18.5488944,12.1
-100.4468203,18.54866432,12.1
-100.4433272,18.54266768,12.1
-100.4432672,18.54245652,12.1
-100.4424733,18.54080466,12.1
-100.4405869,18.53819578,12.1
-100.4378075,18.53391329,12.1
-100.436404,18.53170162,12.1
-100.4348879,18.52880889,12.1
-100.4344811,18.5270262,12.1
-100.4340278,18.52487402,12.1
-100.4323179,18.52025871,12.1
-100.4314969,18.51754145,12.1
-100.4308797,18.51512663,12.1
-100.4301517,18.51212497,12.1
-100.4295513,18.51053429,12.1
-100.429097,18.51004806,12.1
-100.4268686,18.51216245,12.1
-100.4237229,18.51435258,12.1
-100.4113679,18.52073969,12.1
-100.4060338,18.53280122,12.1
-100.4031501,18.53397483,12.1
-100.3959537,18.54052009,12.1
-100.3823785,18.53734329,12.1
-100.3737013,18.52911385,12.1
-100.3692281,18.51519795,12.1
-100.3633742,18.49974378,12.1
-100.3632192,18.49909371,12.1
-100.3620032,18.49684723,12.1
-100.3674915,18.47538312,12.1
-100.3773966,18.46347906,12.1
-100.3802999,18.45566177,12.1
-100.385357,18.42652414,12.1
-100.3741145,18.42298569,12.1
-100.3594413,18.42346186,12.1
-100.3520347,18.41433277,12.1
-100.3453456,18.39991037,12.1
-100.3315338,18.39143502,12.1
-100.3191638,18.38047126,12.1
-100.3179517,18.38165815,12.1
-100.3165755,18.38136715,12.1
-100.3158399,18.38150034,12.1
-100.3155925,18.38059452,12.1
-100.3147789,18.37963672,12.1
-100.3139633,18.37910243,12.1
-100.314043,18.37874478,12.1
-100.3113788,18.37539111,12.1
-100.3101481,18.37476683,12.1
-100.307176,18.36941835,12.1
-100.306485,18.36923068,12.1
-100.3056934,18.36809408,12.1
-100.3051637,18.36795511,12.1
-100.3037532,18.36701722,12.1
-100.3031083,18.36702163,12.1
-100.3013069,18.37046926,12.1
-100.3003231,18.37099157,12.1
-100.2979599,18.3720816,12.1
-100.2977546,18.37336483,12.1
-100.2974667,18.37439226,12.1
-100.2968186,18.37475597,12.1
-100.2956941,18.37497851,12.1
-100.2945483,18.37470823,12.1
-100.2942532,18.37460812,12.1
-100.2933264,18.37529649,12.1
-100.2928145,18.37684942,12.1
-100.2919261,18.37854149,12.1
-100.2921198,18.37896995,12.1
-100.2926223,18.38021431,12.1
-100.2925068,18.38097808,12.1
-100.2919783,18.38160592,12.1
-100.2914209,18.38160971,12.1
-100.2902275,18.38083169,12.1
-100.2893985,18.38016682,12.1
-100.288209,18.37989742,12.1
-100.2863953,18.38044146,12.1
-100.2810399,18.37855608,12.1
-100.2803185,18.37926378,12.1
-100.2777421,18.37369849,12.1
-100.2775272,18.37311392,12.1
-100.2771365,18.37249703,12.1
-100.2766887,18.37208037,12.1
-100.2764492,18.37208484,12.1
-100.2759721,18.37209374,12.1
-100.2757096,18.37217592,12.1
-100.2737771,18.37236892,12.1
-100.2732891,18.37246751,12.1
-100.2725225,18.37272886,12.1
-100.2718166,18.37304948,12.1
-100.2678744,18.37945126,12.1
-100.268849,18.38312455,12.1
-100.2677524,18.38438866,12.1
-100.2672587,18.38577725,12.1
-100.2673441,18.38631455,12.1
-100.2681472,18.38780469,12.1
-100.2684153,18.38864915,12.1
-100.2690688,18.38959814,12.1
-100.26952,18.39023483,12.1
-100.2698018,18.39069612,12.1
-100.2698303,18.39129723,12.1
-100.2704437,18.39350466,12.1
-100.2702556,18.39381302,12.1
-100.2695919,18.39415391,12.1
-100.2695785,18.39465815,12.1
-100.269468,18.39596794,12.1
-100.2693256,18.39793163,12.1
-100.2694311,18.39895903,12.1
-100.2692988,18.39963285,12.1
-100.2694786,18.39998889,12.1
-100.2678469,18.40105946,12.1
-100.2675875,18.40142006,12.1
-100.2674159,18.4026276,12.1
-100.2674211,18.40300883,12.1
-100.2670204,18.404043,12.1
-100.2667834,18.40422811,12.1
-100.26722,18.4049916,12.1
-100.267164,18.40536583,12.1
-100.2674606,18.40573771,12.1
-100.2672708,18.40658014,12.1
-100.2665084,18.40667523,12.1
-100.2665497,18.40710834,12.1
-100.2663383,18.40768923,12.1
-100.2663049,18.40847454,12.1
-100.2654965,18.40778829,12.1
-100.2648738,18.4083906,12.1
-100.2640822,18.40801814,12.1
-100.2640667,18.40920108,12.1
-100.2643461,18.41015957,12.1
-100.2643237,18.4108804,12.1
-100.2650061,18.41079042,12.1
-100.265274,18.41130495,12.1
-100.2654634,18.41174957,12.1
-100.2652859,18.41228075,12.1
-100.2632562,18.41220654,12.1
-100.2620381,18.41223308,12.1
-100.2614882,18.41257625,12.1
-100.2611453,18.41285017,12.1
-100.261399,18.41355266,12.1
-100.262872,18.41378562,12.1
-100.2632637,18.41376432,12.1
-100.2637543,18.41383146,12.1
-100.2636625,18.41438474,12.1
-100.2636846,18.41486228,12.1
-100.2631681,18.41520942,12.1
-100.263257,18.41566203,12.1
-100.2626953,18.41644115,12.1
-100.2631688,18.41686795,12.1
-100.2597018,18.41709657,12.1
-100.2600567,18.41739331,12.1
-100.2611465,18.42069388,12.1
-100.2609841,18.42095748,12.1
-100.2612058,18.42181246,12.1
-100.2599431,18.42238712,12.1
-100.259391,18.42288998,12.1
-100.2592152,18.42517058,12.1
-100.2591092,18.42551422,12.1
-100.2589498,18.42596325,12.1
-100.2585722,18.42562608,12.1
-100.2581507,18.4254346,12.1
-100.2595199,18.42743269,12.1
-100.2593855,18.42750195,12.1
-100.2589396,18.42754635,12.1
-100.2573753,18.42867938,12.1
-100.2569629,18.42856995,12.1
-100.2552417,18.42794891,12.1
-100.2548996,18.42738455,12.1
-100.2552628,18.42651309,12.1
-100.2546203,18.42649049,12.1
-100.2542274,18.42656651,12.1
-100.2532019,18.42567602,12.1
-100.2529141,18.42566931,12.1
-100.2509939,18.42650115,12.1
-100.2504977,18.42668205,12.1
-100.2505861,18.42627243,12.1
-100.2502132,18.42624698,12.1
-100.2500455,18.42634609,12.1
-100.2500755,18.42589314,12.1
-100.2500464,18.4253298,12.1
-100.2495168,18.42558814,12.1
-100.2491376,18.42582049,12.1
-100.2483886,18.42675769,12.1
-100.2482838,18.42676258,12.1
-100.2483759,18.42624208,12.1
-100.248952,18.42444785,12.1
-100.2483741,18.42475446,12.1
-100.247298,18.42227538,12.1
-100.2472261,18.42317311,12.1
-100.2465631,18.42364478,12.1
-100.246192,18.42381545,12.1
-100.2458201,18.42387397,12.1
-100.2463321,18.42337166,12.1
-100.2461808,18.42226402,12.1
-100.2459041,18.4217754,12.1
-100.2455867,18.42128371,12.1
-100.2453105,18.42114815,12.1
-100.2455974,18.41990738,12.1
-100.245652,18.4193264,12.1
-100.2452404,18.41853197,12.1
-100.2449244,18.41885135,12.1
-100.2447803,18.41862862,12.1
-100.2445227,18.41857034,12.1
-100.2441103,18.41888434,12.1
-100.2438907,18.41922185,12.1
-100.2437911,18.41821475,12.1
-100.2436347,18.41763366,12.1
-100.2428342,18.41774405,12.1
-100.2429219,18.4172886,12.1
-100.2428262,18.41693117,12.1
-100.2421741,18.41653631,12.1
-100.2410431,18.419129,12.1
-100.2402979,18.41954217,12.1
-100.2391582,18.41911966,12.1
-100.2380945,18.41836018,12.1
-100.2381728,18.4176966,12.1
-100.2388116,18.41691112,12.1
-100.2387967,18.4165084,12.1
-100.2377514,18.41696046,12.1
-100.2374784,18.41714915,12.1
-100.2373365,18.41687368,12.1
-100.2369682,18.41652431,12.1
-100.2365392,18.41671385,12.1
-100.2353974,18.41828552,12.1
-100.2355707,18.41915143,12.1
-100.2354055,18.41974517,12.1
-100.2355523,18.42024865,12.1
-100.235879,18.42078985,12.1
-100.2360985,18.42124335,12.1
-100.2352407,18.42165997,12.1
-100.2360446,18.42277955,12.1
-100.2368612,18.42398023,12.1
-100.2361283,18.42442945,12.1
-100.2375103,18.42516383,12.1
-100.2374048,18.42537892,12.1
-100.2366705,18.42569502,12.1
-100.2365365,18.42565235,12.1
-100.2351947,18.42524049,12.1
-100.2352062,18.42618254,12.1
-100.2342689,18.42617966,12.1
-100.233935,18.42422957,12.1
-100.2337432,18.4256134,12.1
-100.2340845,18.42640332,12.1
-100.2334441,18.42709962,12.1
-100.2333695,18.42819848,12.1
-100.2324569,18.42760425,12.1
-100.2321437,18.42818406,12.1
-100.2312243,18.42789731,12.1
-100.2312698,18.42843277,12.1
-100.2317649,18.42960918,12.1
-100.2317372,18.43078278,12.1
-100.2307521,18.43215588,12.1
-100.2289584,18.43133909,12.1
-100.228007,18.43106063,12.1
-100.2270264,18.43085585,12.1
-100.2277232,18.43376511,12.1
-100.2275337,18.43535442,12.1
-100.2261646,18.43497562,12.1
-100.2253551,18.43413966,12.1
-100.2249734,18.43398369,12.1
-100.2242324,18.43612834,12.1
-100.2243347,18.43672586,12.1
-100.2227415,18.43950712,12.1
-100.2202925,18.44037014,12.1
-100.2189006,18.440323,12.1
-100.2182045,18.44062732,12.1
-100.2170761,18.44592369,12.1
-100.2146923,18.44637343,12.1
-100.2124941,18.44734998,12.1
-100.2120761,18.44867565,12.1
-100.2099362,18.44937734,12.1
-100.2083161,18.44887352,12.1
-100.207888,18.44818414,12.1
-100.2082525,18.44721151,12.1
-100.2086825,18.4461038,12.1
-100.2086679,18.44542265,12.1
-100.2086425,18.44365178,12.1
-100.2091224,18.44310082,12.1
-100.2096641,18.44163038,12.1
-100.2086558,18.44122932,12.1
-100.2076019,18.44187048,12.1
-100.2061685,18.44312545,12.1
-100.2058893,18.44477186,12.1
-100.2055341,18.44565508,12.1
-100.2040682,18.44679537,12.1
-100.2021174,18.44891291,12.1
-100.2018374,18.44947707,12.1
-100.2013421,18.45047506,12.1
-100.1996728,18.45154334,12.1
-100.1991962,18.45193508,12.1
-100.1990165,18.45232737,12.1
-100.1995082,18.45335878,12.1
-100.2005,18.45518302,12.1
-100.1997099,18.45687812,12.1
-100.1967491,18.45482202,12.1
-100.1958345,18.45549268,12.1
-100.1960263,18.45645649,12.1
-100.1932861,18.45557686,12.1
-100.1906282,18.45542655,12.1
-100.190392,18.45562883,12.1
-100.1893173,18.455676,12.1
-100.1886205,18.4550638,12.1
-100.18778,18.45467503,12.1
-100.1857363,18.45510723,12.1
-100.1873684,18.45735415,12.1
-100.1881322,18.45876843,12.1
-100.1874695,18.45969882,12.1
-100.1870309,18.45991862,12.1
-100.1861647,18.45990888,12.1
-100.1858977,18.45956342,12.1
-100.1856106,18.45886929,12.1
-100.185255,18.45846583,12.1
-100.1844275,18.45874715,12.1
-100.181883,18.46228885,12.1
-100.1806307,18.4640918,12.1
-100.1811343,18.46627937,12.1
-100.1824638,18.46710195,12.1
-100.1823681,18.46812154,12.1
-100.1810338,18.46860625,12.1
-100.1789368,18.46933422,12.1
-100.1770568,18.46974992,12.1
-100.1747613,18.47011725,12.1
-100.1720573,18.47269832,12.1
-100.1722933,18.47420305,12.1
-100.1724995,18.47481914,12.1
-100.1724983,18.47691557,12.1
-100.1737295,18.47941031,12.1
-100.1741988,18.48056645,12.1
-100.1743357,18.48094032,12.1
-100.174203,18.48168134,12.1
-100.1734568,18.48188378,12.1
-100.1726532,18.48100926,12.1
-100.171484,18.48179582,12.1
-100.1714225,18.48273426,12.1
-100.1711603,18.48335035,12.1
-100.1659225,18.4841968,12.1
-100.1663075,18.48600275,12.1
-100.1656829,18.48691026,12.1
-100.1639074,18.48561243,12.1
-100.1630614,18.48641032,12.1
-100.1628876,18.48681286,12.1
-100.162426,18.48757183,12.1
-100.1616414,18.48762286,12.1
-100.1614787,18.48672152,12.1
-100.1611639,18.48582857,12.1
-100.1600585,18.48623632,12.1
-100.1600517,18.48732572,12.1
-100.159317,18.48822863,12.1
-100.1575473,18.48681055,12.1
-100.1570295,18.48754157,12.1
-100.1564017,18.48917252,12.1
-100.156363,18.49051754,12.1
-100.1578228,18.49031891,12.1
-100.1588851,18.48900749,12.1
-100.1595675,18.48918842,12.1
-100.1598028,18.4894686,12.1
-100.1597699,18.49135537,12.1
-100.15877,18.49181962,12.1
-100.155926,18.49147888,12.1
-100.1551898,18.49118968,12.1
-100.1542088,18.4911998,12.1
-100.1521334,18.49149151,12.1
-100.1512814,18.49059649,12.1
-100.1511296,18.48967088,12.1
-100.1512422,18.48867308,12.1
-100.1508247,18.4881978,12.1
-100.1487579,18.48934717,12.1
-100.1476929,18.48971689,12.1
-100.1473333,18.48989315,12.1
-100.1460329,18.488639,12.1
-100.1455915,18.48802192,12.1
-100.1451706,18.48884171,12.1
-100.1449998,18.48947006,12.1
-100.1448933,18.49114903,12.1
-100.1453381,18.49252822,12.1
-100.145684,18.49340352,12.1
-100.1451361,18.49447389,12.1
-100.1456303,18.49471726,12.1
-100.1458909,18.49563412,12.1
-100.1455041,18.49641689,12.1
-100.1453282,18.4972168,12.1
-100.1448272,18.49846755,12.1
-100.1437066,18.49903,12.1
-100.1427713,18.50014309,12.1
-100.1423078,18.50224954,12.1
-100.1415199,18.50270055,12.1
-100.1403142,18.50149292,12.1
-100.1398673,18.50151834,12.1
-100.1388768,18.50196717,12.1
-100.1367154,18.50550974,12.1
-100.1354384,18.50644168,12.1
-100.1335552,18.50630925,12.1
-100.1330645,18.5011136,12.1
-100.1326796,18.50028223,12.1
-100.1321746,18.49996398,12.1
-100.1314183,18.50154877,12.1
-100.130289,18.50322703,12.1
-100.1278016,18.50241825,12.1
-100.1269102,18.50371692,12.1
-100.1276267,18.50595114,12.1
-100.1281769,18.50702151,12.1
-100.1267778,18.50794165,12.1
-100.1257745,18.50814588,12.1
-100.1245845,18.50713095,12.1
-100.1245205,18.5066054,12.1
-100.1241145,18.50600769,12.1
-100.121738,18.50544249,12.1
-100.1193895,18.50570232,12.1
-100.1189601,18.50578683,12.1
-100.1185022,18.50634634,12.1
-100.119569,18.50817812,12.1
-100.1207788,18.50871403,12.1
-100.1224578,18.5101818,12.1
-100.1223188,18.51080228,12.1
-100.1218366,18.51156208,12.1
-100.1206795,18.51031274,12.1
-100.1184413,18.51018566,12.1
-100.1194367,18.51130565,12.1
-100.1196652,18.51164306,12.1
-100.1190469,18.51237738,12.1
-100.1181047,18.513142,12.1
-100.118582,18.51376775,12.1
-100.1200011,18.51333471,12.1
-100.1208538,18.51365923,12.1
-100.1210291,18.51426728,12.1
-100.1204781,18.51464889,12.1
-100.1200305,18.51620371,12.1
-100.1208202,18.51620526,12.1
-100.1216008,18.51591234,12.1
-100.1226773,18.51649455,12.1
-100.1207694,18.51720062,12.1
-100.1045095,18.52401222,12.1
-100.0899511,18.52216078,12.1
-100.0853352,18.53861552,12.1
-100.076836,18.54875783,12.1
-100.0746543,18.55369114,12.1
-100.0729431,18.56029794,12.1
-100.0688863,18.56444065,12.1
-100.0707315,18.58281634,12.1
-100.0824138,18.58794983,12.1
-100.0707233,18.5931584,12.1
-100.0697289,18.59245648,12.1
-100.0681152,18.59120735,12.1
