"","cod_delito","entidad","FAC_DEL"
"216",10,1,1
"217",2,1,1
"218",3,1,1
"219",9,1,1
"220",7,1,1
"221",3,1,1
"222",2,1,1
"223",7,1,1
"224",3,1,1
"225",2,1,1
"226",3,1,1
"227",2,1,1
"228",2,1,1
"229",2,1,1
"230",2,1,1
"231",2,1,1
"232",8,1,1
"233",8,1,1
"234",1,1,1
"235",3,1,1
"236",3,1,1
"237",3,1,1
"238",3,1,1
"239",2,1,1
"240",3,1,1
"241",2,1,1
"242",2,1,1
"243",2,1,1
"244",3,1,1
"245",2,1,1
"246",2,1,1
"247",10,1,1
"248",3,1,1
"249",4,1,1
"250",3,1,1
"251",4,1,1
"252",3,1,1
"253",3,1,1
"254",3,1,1
"255",3,1,1
"256",4,1,1
"257",7,1,1
"258",8,1,1
"259",5,9,9
"260",9,1,1
"261",4,14,14
"262",5,9,9
"263",9,14,14
"264",4,14,14
"265",4,14,14
"266",2,1,1
"267",2,1,1
"268",5,1,1
"269",3,1,1
"270",9,1,1
"271",3,1,1
"272",9,1,1
"273",9,1,1
"274",2,1,1
"275",2,1,1
"276",4,1,1
"277",3,1,1
"278",9,1,1
"279",2,1,1
"280",2,1,1
"281",2,1,1
"282",2,1,1
"283",5,1,1
"284",5,1,1
"285",3,1,1
"286",3,1,1
"287",3,1,1
"288",3,1,1
"289",1,1,1
"290",3,1,1
"291",9,1,1
"292",10,1,1
"293",8,1,1
"294",3,1,1
"295",3,1,1
"296",9,1,1
"297",2,1,1
"298",9,1,1
"299",2,1,1
"300",2,1,1
"301",9,1,1
"302",11,1,1
"303",4,1,1
"304",4,1,1
"305",11,1,1
"306",4,1,1
"307",4,24,24
"308",4,1,1
"309",8,1,1
"310",3,1,1
"311",8,1,1
"312",3,1,1
"313",3,1,1
"314",10,1,1
"315",2,1,1
"316",9,1,1
"317",2,1,1
"318",3,1,1
"319",3,1,1
"320",3,1,1
"321",2,1,1
"322",8,1,1
"323",11,1,1
"324",10,1,1
"325",9,1,1
"326",10,1,1
"327",9,1,1
"328",9,1,1
"329",9,1,1
"330",9,1,1
"331",2,1,1
"332",2,1,1
"333",9,1,1
"334",7,1,1
"335",2,1,1
"336",3,1,1
"337",2,1,1
"338",3,1,1
"339",2,1,1
"340",3,1,1
"341",3,1,1
"342",3,1,1
"343",2,1,1
"344",2,1,1
"345",2,1,1
"346",2,1,1
"347",3,1,1
"348",4,1,1
"349",5,1,1
"350",2,1,1
"351",2,1,1
"352",2,1,1
"353",2,1,1
"354",2,1,1
"355",2,1,1
"356",2,1,1
"357",9,1,1
"358",2,1,1
"359",9,1,1
"360",3,1,1
"361",9,1,1
"362",3,1,1
"363",3,1,1
"364",2,1,1
"365",2,1,1
"366",2,1,1
"367",2,1,1
"368",3,1,1
"369",10,1,1
"370",11,1,1
"371",3,1,1
"372",10,1,1
"373",2,1,1
"374",3,1,1
"375",10,1,1
"376",9,1,1
"377",5,1,1
"378",2,1,1
"379",2,1,1
"380",2,1,1
"381",1,1,1
"382",2,1,1
"383",4,1,1
"384",2,1,1
"385",4,1,1
"386",4,1,1
"387",3,1,1
"388",4,1,1
"389",4,1,1
"390",4,1,1
"391",4,1,1
"392",5,1,1
"393",3,1,1
"394",3,1,1
"395",3,1,1
"396",2,1,1
"397",2,1,1
"398",9,1,1
"399",3,1,1
"400",9,1,1
"401",3,1,1
"402",3,1,1
"403",2,1,1
"404",5,1,1
"405",9,1,1
"406",10,1,1
"407",3,1,1
"408",4,1,1
"409",3,1,1
"410",4,1,1
"411",2,1,1
"412",2,1,1
"413",3,1,1
"414",4,1,1
"415",2,1,1
"416",3,1,1
"417",4,1,1
"418",4,1,1
"419",2,1,1
"420",2,1,1
"421",2,1,1
"422",2,1,1
"423",7,1,1
"424",2,1,1
"425",2,1,1
"426",8,1,1
"427",3,1,1
"428",3,1,1
"429",3,1,1
"430",3,1,1
"431",3,1,1
"432",2,1,1
"433",2,1,1
"434",3,1,1
"435",3,1,1
"436",7,1,1
"437",2,1,1
"438",2,1,1
"439",3,1,1
"440",3,1,1
"441",3,1,1
"442",3,1,1
"443",4,1,1
"444",4,1,1
"445",2,1,1
"446",8,1,1
"447",3,1,1
"448",3,1,1
"449",3,1,1
"450",3,1,1
"451",3,1,1
"452",2,1,1
"453",11,1,1
"454",2,1,1
"455",11,1,1
"456",1,1,1
"457",3,1,1
"458",5,1,1
"459",2,1,1
"460",10,1,1
"461",5,1,1
"462",2,1,1
"463",10,1,1
"464",2,1,1
"465",10,1,1
"466",10,1,1
"467",10,1,1
"468",5,1,1
"469",1,1,1
"470",4,1,1
"471",4,1,1
"472",8,1,1
"473",2,1,1
"474",4,1,1
"475",3,1,1
"476",5,1,1
"477",2,1,1
"478",2,1,1
"479",3,1,1
"480",2,1,1
"481",2,1,1
"482",2,1,1
"483",2,1,1
"484",2,1,1
"485",9,1,1
"486",2,1,1
"487",3,1,1
"488",2,1,1
"489",2,1,1
"490",3,1,1
"491",3,1,1
"492",10,1,1
"493",10,1,1
"494",10,1,1
"495",2,1,1
"496",3,1,1
"497",2,1,1
"498",3,1,1
"499",2,1,1
"500",3,1,1
"501",2,1,1
"502",9,1,1
"503",2,1,1
"504",9,1,1
"505",3,1,1
"506",3,1,1
"507",3,1,1
"508",3,1,1
"509",2,1,1
"510",9,1,1
"511",1,1,1
"512",3,1,1
"513",10,1,1
"514",10,1,1
"515",10,1,1
"516",4,1,1
"517",11,1,1
"518",3,1,1
"519",10,1,1
"520",11,1,1
"521",3,1,1
"522",10,1,1
"523",3,1,1
"524",10,1,1
"525",3,1,1
"526",10,1,1
"527",10,1,1
"528",1,1,1
"529",3,1,1
"530",8,1,1
"531",13,1,1
"532",13,1,1
"533",13,1,1
"534",3,1,1
"535",3,1,1
"536",3,1,1
"537",3,1,1
"538",2,1,1
"539",6,1,1
"540",9,1,1
"541",9,1,1
"542",10,1,1
"543",2,1,1
"544",2,1,1
"545",3,1,1
"546",8,1,1
"547",2,1,1
"548",9,1,1
"549",10,1,1
"550",2,1,1
"551",9,1,1
"552",10,1,1
"553",9,1,1
"554",10,1,1
"555",10,1,1
"556",10,1,1
"557",5,1,1
"558",9,1,1
"559",3,1,1
"560",2,1,1
"561",2,1,1
"562",3,1,1
"563",11,1,1
"564",2,1,1
"565",4,1,1
"566",2,1,1
"567",3,1,1
"568",1,1,1
"569",2,1,1
"570",2,1,1
"571",2,1,1
"572",4,1,1
"573",9,1,1
"574",10,1,1
"575",2,1,1
"576",2,1,1
"577",2,1,1
"578",2,1,1
"579",4,1,1
"580",7,1,1
"581",7,1,1
"582",3,1,1
"583",3,1,1
"584",3,1,1
"585",3,1,1
"586",3,1,1
"587",4,1,1
"588",3,1,1
"589",4,1,1
"590",2,1,1
"591",2,1,1
"592",3,1,1
"593",3,1,1
"594",3,1,1
"595",3,1,1
"596",3,1,1
"597",9,1,1
"598",3,1,1
"599",9,1,1
"600",3,1,1
"601",3,1,1
"602",9,1,1
"603",11,1,1
"604",2,1,1
"605",4,1,1
"606",4,1,1
"607",2,1,1
"608",3,1,1
"609",2,1,1
"610",3,1,1
"611",11,18,18
"612",3,1,1
"613",5,1,1
"614",9,1,1
"615",3,1,1
"616",4,1,1
"617",2,1,1
"618",2,1,1
"619",5,1,1
"620",4,1,1
"621",3,1,1
"622",3,1,1
"623",3,1,1
"624",3,1,1
"625",4,1,1
"626",5,1,1
"627",9,1,1
"628",2,1,1
"629",3,1,1
"630",2,1,1
"631",3,1,1
"632",3,1,1
"633",3,1,1
"634",3,1,1
"635",3,1,1
"636",9,1,1
"637",10,1,1
"638",11,1,1
"639",14,1,1
"640",9,1,1
"641",10,1,1
"642",11,1,1
"643",14,1,1
"644",1,1,1
"645",7,1,1
"646",9,1,1
"647",2,1,1
"648",3,1,1
"649",2,1,1
"650",3,1,1
"651",3,1,1
"652",3,1,1
"653",4,1,1
"654",2,1,1
"655",2,1,1
"656",2,1,1
"657",4,1,1
"658",10,1,1
"659",3,1,1
"660",3,1,1
"661",3,1,1
"662",7,1,1
"663",2,1,1
"664",2,1,1
"665",2,1,1
"666",1,1,1
"667",2,1,1
"668",4,1,1
"669",9,1,1
"670",2,1,1
"671",10,1,1
"672",10,1,1
"673",10,1,1
"674",2,1,1
"675",5,1,1
"676",5,1,1
"677",5,1,1
"678",9,1,1
"679",5,1,1
"680",2,1,1
"681",2,1,1
"682",4,1,1
"683",7,1,1
"684",5,1,1
"685",7,1,1
"686",7,1,1
"687",7,1,1
"688",2,1,1
"689",10,1,1
"690",2,1,1
"691",3,1,1
"692",3,1,1
"693",8,1,1
"694",4,1,1
"695",4,1,1
"696",3,1,1
"697",3,1,1
"698",3,1,1
"699",3,1,1
"700",7,1,1
"701",3,1,1
"702",2,1,1
"703",2,1,1
"704",2,1,1
"705",3,1,1
"706",11,1,1
"707",10,1,1
"708",3,1,1
"709",3,1,1
"710",3,1,1
"711",3,1,1
"712",5,1,1
"713",2,1,1
"714",2,1,1
"715",2,1,1
"716",3,1,1
"717",9,1,1
"718",3,1,1
"719",9,1,1
"720",10,1,1
"721",13,1,1
"722",2,1,1
"723",8,23,23
"724",4,1,1
"725",2,1,1
"726",3,1,1
"727",4,1,1
"728",2,1,1
"729",3,1,1
"730",4,1,1
"731",11,1,1
"732",3,1,1
"733",9,1,1
"734",13,1,1
"735",9,1,1
"736",4,1,1
"737",5,1,1
"738",5,1,1
"739",5,1,1
"740",2,1,1
"741",2,1,1
"742",4,1,1
"743",10,1,1
"744",3,1,1
"745",5,1,1
"746",1,1,1
"747",2,1,1
"748",3,1,1
"749",5,1,1
"750",2,1,1
"751",2,1,1
"752",2,1,1
"753",2,1,1
"754",2,1,1
"755",2,1,1
"756",2,1,1
"757",8,1,1
"758",12,1,1
"759",9,1,1
"760",3,1,1
"761",9,1,1
"762",3,1,1
"763",9,1,1
"764",3,1,1
"765",3,1,1
"766",3,1,1
"767",2,1,1
"768",2,1,1
"769",2,1,1
"770",9,1,1
"771",4,1,1
"772",3,1,1
"773",2,1,1
"774",4,1,1
"775",4,1,1
"776",2,1,1
"777",7,1,1
"778",11,1,1
"779",3,1,1
"780",2,1,1
"781",2,1,1
"782",2,1,1
"783",10,1,1
"784",2,1,1
"785",7,1,1
"786",8,1,1
"787",2,1,1
"788",7,1,1
"789",8,1,1
"790",8,1,1
"791",8,1,1
"792",8,1,1
"793",1,1,1
"794",2,1,1
"795",4,1,1
"796",2,1,1
"797",3,1,1
"798",4,1,1
"799",7,1,1
"800",9,1,1
"801",9,1,1
"802",9,1,1
"803",9,1,1
"804",2,1,1
"805",3,1,1
"806",5,1,1
"807",5,1,1
"808",9,1,1
"809",2,1,1
"810",2,1,1
"811",4,1,1
"812",4,1,1
"813",3,1,1
"814",3,1,1
"815",4,1,1
"816",4,1,1
"817",10,1,1
"818",13,1,1
"819",2,1,1
"820",3,1,1
"821",2,1,1
"822",3,1,1
"823",2,1,1
"824",3,1,1
"825",4,1,1
"826",8,1,1
"827",11,1,1
"828",3,1,1
"829",3,1,1
"830",4,1,1
"831",3,1,1
"832",8,1,1
"833",10,1,1
"834",10,1,1
"835",4,1,1
"836",2,1,1
"837",3,1,1
"838",2,1,1
"839",3,1,1
"840",8,1,1
"841",7,1,1
"842",3,1,1
"843",7,1,1
"844",3,1,1
"845",3,1,1
"846",3,1,1
"847",9,1,1
"848",9,1,1
"849",3,1,1
"850",9,1,1
"851",2,1,1
"852",3,1,1
"853",5,1,1
"854",2,1,1
"855",3,1,1
"856",4,1,1
"857",11,1,1
"858",5,15,15
"859",5,15,15
"860",5,9,9
"861",8,1,1
"862",5,1,1
"863",2,1,1
"864",2,1,1
"865",2,1,1
"866",8,1,1
"867",3,1,1
"868",3,1,1
"869",2,1,1
"870",3,1,1
"871",1,1,1
"872",2,1,1
"873",2,1,1
"874",2,1,1
"875",3,1,1
"876",3,1,1
"877",2,1,1
"878",4,1,1
"879",2,1,1
"880",3,1,1
"881",3,1,1
"882",9,1,1
"883",2,1,1
"884",1,1,1
"885",5,1,1
"886",7,1,1
"887",10,1,1
"888",2,1,1
"889",3,1,1
"890",5,1,1
"891",7,1,1
"892",10,32,32
"893",2,1,1
"894",3,1,1
"895",10,1,1
"896",2,1,1
"897",3,1,1
"898",2,1,1
"899",3,1,1
"900",2,1,1
"901",3,1,1
"902",8,1,1
"903",3,1,1
"904",1,1,1
"905",4,1,1
"906",10,1,1
"907",8,1,1
"908",4,1,1
"909",4,1,1
"910",2,1,1
"911",3,1,1
"912",3,1,1
"913",3,1,1
"914",3,1,1
"915",3,1,1
"916",2,1,1
"917",2,1,1
"918",2,1,1
"919",2,1,1
"920",3,1,1
"921",2,1,1
"922",2,1,1
"923",3,1,1
"924",2,1,1
"925",4,1,1
"926",1,1,1
"927",8,14,14
"928",9,1,1
"929",2,1,1
"930",2,1,1
"931",3,1,1
"932",2,1,1
"933",2,1,1
"934",7,1,1
"935",2,1,1
"936",4,1,1
"937",5,1,1
"938",6,1,1
"939",6,1,1
"940",4,1,1
"941",9,1,1
"942",9,1,1
"943",3,1,1
"944",3,1,1
"945",2,1,1
"946",4,1,1
"947",4,1,1
"948",2,1,1
"949",9,1,1
"950",3,1,1
"951",3,1,1
"952",2,1,1
"953",10,1,1
"954",10,1,1
"955",7,1,1
"956",3,1,1
"957",2,1,1
"958",7,1,1
"959",4,1,1
"960",4,1,1
"961",3,1,1
"962",4,1,1
"963",8,1,1
"964",2,1,1
"965",9,1,1
"966",8,1,1
"967",2,1,1
"968",9,1,1
"969",2,1,1
"970",9,1,1
"971",2,1,1
"972",9,1,1
"973",2,1,1
"974",9,1,1
"975",2,1,1
"976",2,1,1
"977",2,1,1
"978",2,1,1
"979",2,1,1
"980",1,1,1
"981",9,1,1
"982",11,1,1
"983",9,1,1
"984",4,1,1
"985",4,1,1
"986",4,1,1
"987",2,1,1
"988",4,1,1
"989",2,1,1
"990",3,1,1
"991",4,1,1
"992",3,1,1
"993",3,1,1
"994",3,1,1
"995",7,1,1
"996",9,1,1
"997",2,1,1
"998",3,1,1
"999",8,1,1
"1000",5,1,1
"1001",3,1,1
"1002",3,1,1
"1003",3,1,1
"1004",3,1,1
"1005",3,1,1
"1006",4,1,1
"1007",3,1,1
"1008",4,1,1
"1009",10,1,1
"1010",2,1,1
"1011",3,1,1
"1012",4,1,1
"1013",10,1,1
"1014",4,1,1
"1015",3,1,1
"1016",3,1,1
"1017",2,1,1
"1018",8,1,1
"1019",3,1,1
"1020",4,1,1
"1021",3,1,1
"1022",4,1,1
"1023",3,1,1
"1024",2,1,1
"1025",3,1,1
"1026",2,1,1
"1027",2,1,1
"1028",1,1,1
"1029",2,1,1
"1030",3,1,1
"1031",3,1,1
"1032",3,1,1
"1033",3,1,1
"1034",2,1,1
"1035",9,1,1
"1036",5,1,1
"1037",2,1,1
"1038",2,1,1
"1039",2,1,1
"1040",2,1,1
"1041",2,1,1
"1042",2,1,1
"1043",13,1,1
"1044",3,1,1
"1045",9,1,1
"1046",3,1,1
"1047",9,1,1
"1048",2,1,1
"1049",3,1,1
"1050",2,1,1
"1051",3,1,1
"1052",3,1,1
"1053",3,1,1
"1054",4,1,1
"1055",4,1,1
"1056",1,1,1
"1057",8,1,1
"1058",4,1,1
"1059",2,1,1
"1060",2,1,1
"1061",2,1,1
"1062",4,1,1
"1063",2,1,1
"1064",3,1,1
"1065",5,1,1
"1066",4,1,1
"1067",3,1,1
"1068",3,1,1
"1069",2,1,1
"1070",3,1,1
"1071",2,1,1
"1072",1,1,1
"1073",4,1,1
"1074",4,1,1
"1075",2,1,1
"1076",2,1,1
"1077",2,1,1
"1078",3,1,1
"1079",2,1,1
"1080",3,1,1
"1081",10,14,14
"1082",3,1,1
"1083",10,14,14
"1084",10,14,14
"1085",10,14,14
"1086",2,1,1
"1087",10,1,1
"1088",2,1,1
"1089",5,1,1
"1090",4,1,1
"1091",5,1,1
"1092",4,1,1
"1093",5,1,1
"1094",5,1,1
"1095",6,32,32
"1096",9,1,1
"1097",9,1,1
"1098",9,1,1
"1099",5,1,1
"1100",5,1,1
"1101",5,1,1
"1102",3,1,1
"1103",4,1,1
"1104",3,1,1
"1105",4,1,1
"1106",4,1,1
"1107",2,1,1
"1108",2,1,1
"1109",4,1,1
"1110",9,1,1
"1111",9,1,1
"1112",9,1,1
"1113",4,1,1
"1114",4,1,1
"1115",4,1,1
"1116",7,1,1
"1117",7,1,1
"1118",9,1,1
"1119",4,1,1
"1120",9,1,1
"1121",9,1,1
"1122",9,1,1
"1123",9,1,1
"1124",2,1,1
"1125",1,1,1
"1126",2,1,1
"1127",9,1,1
"1128",2,1,1
"1129",8,1,1
"1130",8,1,1
"1131",4,1,1
"1132",4,1,1
"1133",10,1,1
"1134",7,1,1
"1135",2,1,1
"1136",3,1,1
"1137",2,1,1
"1138",3,1,1
"1139",2,1,1
"1140",3,1,1
"1141",3,1,1
"1142",3,1,1
"1143",11,1,1
"1144",4,1,1
"1145",2,1,1
"1146",4,1,1
"1147",3,1,1
"1148",3,1,1
"1149",3,1,1
"1150",4,1,1
"1151",13,1,1
"1152",5,1,1
"1153",2,1,1
"1154",9,1,1
"1155",2,1,1
"1156",3,1,1
"1157",11,1,1
"1158",11,1,1
"1159",4,1,1
"1160",9,1,1
"1161",4,1,1
"1162",4,1,1
"1163",10,1,1
"1164",4,1,1
"1165",10,1,1
"1166",10,1,1
"1167",11,1,1
"1168",5,1,1
"1169",11,1,1
"1170",2,1,1
"1171",2,1,1
"1172",2,1,1
"1173",2,1,1
"1174",13,1,1
"1175",2,1,1
"1176",4,1,1
"1177",9,1,1
"1178",3,1,1
"1179",10,1,1
"1180",9,1,1
"1181",3,1,1
"1182",2,1,1
"1183",9,1,1
"1184",2,1,1
"1185",9,1,1
"1186",9,32,32
"1187",9,32,32
"1188",9,32,32
"1189",9,14,14
"1190",2,1,1
"1191",3,1,1
"1192",4,1,1
"1193",4,1,1
"1194",4,1,1
"1195",4,1,1
"1196",3,1,1
"1197",4,1,1
"1198",8,1,1
"1199",11,1,1
"1200",4,1,1
"1201",4,1,1
"1202",8,1,1
"1203",2,1,1
"1204",6,1,1
"1205",6,1,1
"1206",5,1,1
"1207",4,1,1
"1208",4,1,1
"1209",4,1,1
"1210",13,1,1
"1211",5,1,1
"1212",9,1,1
"1213",5,1,1
"1214",5,1,1
"1215",5,14,14
"1216",2,1,1
"1217",2,1,1
"1218",2,14,14
"1219",11,1,1
"1220",11,1,1
"1221",11,14,14
"1222",10,1,1
"1223",4,1,1
"1224",4,1,1
"1225",4,1,1
"1226",2,1,1
"1227",10,1,1
"1228",4,1,1
"1229",8,1,1
"1230",2,1,1
"1231",2,1,1
"1232",10,1,1
"1233",3,1,1
"1234",13,1,1
"1235",2,1,1
"1236",2,1,1
"1237",2,1,1
"1238",2,1,1
"1239",9,1,1
"1240",10,1,1
"1241",8,1,1
"1242",8,1,1
"1243",4,1,1
"1244",13,1,1
"1245",2,1,1
"1246",2,1,1
"1247",9,1,1
"1248",2,1,1
"1249",5,1,1
"1250",5,1,1
"1251",4,1,1
"1252",4,1,1
"1253",5,1,1
"1254",5,32,32
"1255",2,1,1
"1256",4,1,1
"1257",1,1,1
"1258",3,1,1
"1259",4,1,1
"1260",13,1,1
"1261",11,1,1
"1262",3,2,2
"1263",9,2,2
"1264",2,2,2
"1265",1,2,2
"1266",9,2,2
"1267",3,2,2
"1268",3,2,2
"1269",3,2,2
"1270",9,2,2
"1271",10,2,2
"1272",9,2,2
"1273",10,2,2
"1274",3,2,2
"1275",9,2,2
"1276",1,2,2
"1277",1,2,2
"1278",3,2,2
"1279",1,2,2
"1280",4,2,2
"1281",9,2,2
"1282",2,2,2
"1283",4,2,2
"1284",3,2,2
"1285",5,2,2
"1286",2,2,2
"1287",2,2,2
"1288",2,2,2
"1289",4,2,2
"1290",9,2,2
"1291",1,2,2
"1292",9,2,2
"1293",4,2,2
"1294",9,2,2
"1295",5,2,2
"1296",1,2,2
"1297",3,2,2
"1298",3,2,2
"1299",3,2,2
"1300",9,2,2
"1301",2,2,2
"1302",3,2,2
"1303",9,2,2
"1304",3,2,2
"1305",7,2,2
"1306",7,2,2
"1307",9,2,2
"1308",2,2,2
"1309",10,2,2
"1310",2,2,2
"1311",4,2,2
"1312",4,2,2
"1313",9,2,2
"1314",2,2,2
"1315",3,2,2
"1316",1,2,2
"1317",4,2,2
"1318",2,2,2
"1319",4,2,2
"1320",3,2,2
"1321",3,2,2
"1322",3,2,2
"1323",1,2,2
"1324",5,2,2
"1325",2,2,2
"1326",4,2,2
"1327",4,2,2
"1328",4,2,2
"1329",4,2,2
"1330",9,2,2
"1331",10,2,2
"1332",4,2,2
"1333",7,2,2
"1334",5,2,2
"1335",3,2,2
"1336",3,2,2
"1337",4,2,2
"1338",1,2,2
"1339",3,2,2
"1340",7,2,2
"1341",9,2,2
"1342",10,2,2
"1343",1,2,2
"1344",11,2,2
"1345",3,2,2
"1346",10,2,2
"1347",5,2,2
"1348",4,2,2
"1349",1,2,2
"1350",3,2,2
"1351",4,2,2
"1352",9,2,2
"1353",4,2,2
"1354",4,2,2
"1355",11,2,2
"1356",2,2,2
"1357",4,2,2
"1358",4,2,2
"1359",2,2,2
"1360",9,2,2
"1361",4,2,2
"1362",2,2,2
"1363",4,2,2
"1364",1,2,2
"1365",9,2,2
"1366",1,2,2
"1367",2,2,2
"1368",3,2,2
"1369",5,2,2
"1370",2,2,2
"1371",1,2,2
"1372",9,2,2
"1373",9,2,2
"1374",3,2,2
"1375",2,2,2
"1376",2,2,2
"1377",3,2,2
"1378",4,2,2
"1379",4,2,2
"1380",4,2,2
"1381",4,2,2
"1382",4,2,2
"1383",4,2,2
"1384",4,2,2
"1385",9,2,2
"1386",3,2,2
"1387",9,2,2
"1388",4,2,2
"1389",1,2,2
"1390",3,2,2
"1391",3,2,2
"1392",3,2,2
"1393",3,2,2
"1394",3,2,2
"1395",3,2,2
"1396",3,2,2
"1397",2,2,2
"1398",4,2,2
"1399",4,2,2
"1400",5,2,2
"1401",2,2,2
"1402",4,2,2
"1403",1,2,2
"1404",2,2,2
"1405",3,2,2
"1406",5,2,2
"1407",7,2,2
"1408",9,2,2
"1409",1,2,2
"1410",3,2,2
"1411",10,2,2
"1412",4,2,2
"1413",4,2,2
"1414",10,2,2
"1415",4,2,2
"1416",3,2,2
"1417",3,2,2
"1418",7,2,2
"1419",3,2,2
"1420",5,2,2
"1421",2,2,2
"1422",8,2,2
"1423",1,2,2
"1424",2,2,2
"1425",5,2,2
"1426",5,2,2
"1427",4,2,2
"1428",5,2,2
"1429",5,2,2
"1430",2,2,2
"1431",5,2,2
"1432",2,2,2
"1433",2,2,2
"1434",3,2,2
"1435",4,2,2
"1436",10,2,2
"1437",2,2,2
"1438",3,2,2
"1439",4,2,2
"1440",4,2,2
"1441",4,2,2
"1442",4,2,2
"1443",4,2,2
"1444",8,2,2
"1445",5,2,2
"1446",8,2,2
"1447",7,2,2
"1448",9,2,2
"1449",3,2,2
"1450",5,2,2
"1451",8,2,2
"1452",3,2,2
"1453",3,2,2
"1454",2,2,2
"1455",3,2,2
"1456",1,2,2
"1457",1,2,2
"1458",4,2,2
"1459",4,2,2
"1460",4,2,2
"1461",9,2,2
"1462",5,2,2
"1463",5,2,2
"1464",5,2,2
"1465",4,2,2
"1466",5,2,2
"1467",5,2,2
"1468",3,2,2
"1469",2,2,2
"1470",4,2,2
"1471",2,2,2
"1472",5,2,2
"1473",4,2,2
"1474",9,2,2
"1475",3,2,2
"1476",3,2,2
"1477",3,2,2
"1478",4,2,2
"1479",3,2,2
"1480",9,2,2
"1481",2,2,2
"1482",2,2,2
"1483",4,2,2
"1484",2,2,2
"1485",4,2,2
"1486",2,2,2
"1487",2,2,2
"1488",2,2,2
"1489",4,2,2
"1490",3,2,2
"1491",3,2,2
"1492",3,2,2
"1493",3,2,2
"1494",3,2,2
"1495",9,2,2
